name,type,full_text,url,source
"Fire-Tongued (Kobold, Red-Scaled)",Race,"In addition to speaking Draconic, you begin play with the ability to speak Ignan.",http://www.d20pfsrd.com/traits/race-traits/fire-tongued-kobold-red-scaled/,KOG
Flair for Destruction (Tiefling),Race,"You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on weapon damage rolls made against objects and <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Construct"">constructs</a>.",http://www.d20pfsrd.com/traits/race-traits/flair-for-destruction-tiefling-pitborn/,BOF
Following Breeze (Sylph),Race,"As long as you get a running start, you gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/acrobatics"">Acrobatics</a> checks made to jump. Your speed increases by 5 feet when you use the run action.",http://www.d20pfsrd.com/traits/race-traits/following-breeze-sylph/,PSN
Forest Senses (Gnome),Race,"When in any unsettled, uncivilized terrain, you gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/perception"">Perception</a> checks to act during a <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Surprise"">surprise</a> round, and take no penalty on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/perception"">Perception</a> checks while sleeping.",http://www.d20pfsrd.com/traits/race-traits/forest-senses-gnome/,HOW
Forlorn (Elf),Race,"You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Fortitude"">Fortitude</a> saving throws.",http://www.d20pfsrd.com/traits/race-traits/trait-race-elf-forlorn/,ULC
Foul Belch (Goblin),Race,"Once per day as a <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Standard-Actions"">standard action</a>, you can force a particularly odious belch at a single opponent within 5 feet. The character affected must make a DC 12 <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Fortitude"">Fortitude</a> save or be <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/conditions#TOC-Sickened"">sickened</a> for 1d6 rounds. The save DC is <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/ability-scores#TOC-Constitution-Con-"">Constitution</a>-based.",http://www.d20pfsrd.com/traits/race-traits/foul-belch/,GBG
Freed Slave (Halfling),Race,"You gain a +1 trait bonus on Diplomacy and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (nobility) checks and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (nobility) is a class skill for you.",http://www.d20pfsrd.com/traits/race-traits/freed-slave-bellflower-network-halfling/,PFG
Freedom Fighter (Halfling),Race,"You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on any skill check or <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Attack-Roll"">attack roll</a> made during the process of escaping capture or in helping a slave escape bondage, and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/escape-artist"">Escape Artist</a> is always a class skill for you.",http://www.d20pfsrd.com/traits/race-traits/freedom-fighter-halfling/,ULC
Friendless (Tiefling),Race,"You can make <a target=""_top"" href=""http://www.d20pfsrd.com/skills/heal"">Heal</a> checks on yourself for the purposes of treating deadly wounds, diseases, and poisons.",http://www.d20pfsrd.com/traits/race-traits/friendless-tiefling/,BOF
"Frost Spitter (Kobold, White-Scaled)",Race,"Once per day, you can quickly exhale to produce a frigid cloud of dense fog that quickly sinks to the ground. This freezing mist covers a 10-foot-square area with slippery ice that's as difficult to traverse as an ice sheet.",http://www.d20pfsrd.com/traits/race-traits/frost-spitter-kobold-white-scaled/,KOG
Genie Blood (Human),Race,"Select an element (air, earth, fire, or water). You gain a +1 trait bonus on saving throws against attacks that utilize that element (cold for air, acid for earth, fire for fire, and electricity for water), and gain a +1 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/bluff"">Bluff</a>, <a target=""_top"" href=""http://www.d20pfsrd.com/skills/diplomacy"">Diplomacy</a>, <a target=""_top"" href=""http://www.d20pfsrd.com/skills/intimidate"">Intimidate</a>, and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/sense-motive"">Sense Motive</a> checks made against creatures of that subtype.",http://www.d20pfsrd.com/traits/race-traits/trait-race-human-genie-blood/,LOF
Glib Barrister,Race,"You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/linguistics"">Linguistics</a> checks to create forgeries.",http://www.d20pfsrd.com/traits/race-traits/glib-barrister-chelaxian/,HUG
Goblin Foolhardiness (Goblin),Race,"When facing an enemy that’s larger than you are, if you have no allies in any adjacent squares, your posturing, bravado, and cussing grant you a +1 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Attack-Roll"">attack rolls</a> with non-reach melee weapons.",http://www.d20pfsrd.com/traits/race-traits/goblin-foolhardiness/,GBG
God Scorn (Tiefling),Race,"You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on saving throws against divine spells.",http://www.d20pfsrd.com/traits/race-traits/god-scorn-tiefling-foulspawn/,BOF
Golden Scales (Kobold),Race,"You take a –1 penalty on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/bluff"">Bluff</a> checks and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/diplomacy"">Diplomacy</a> checks when dealing with other <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/monster-listings/humanoids/kobold"">kobolds</a>, but a +2 bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/bluff"">Bluff</a> checks and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/diplomacy"">Diplomacy</a> checks when dealing with non-<a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Reptilian"">reptilian</a> <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Humanoid"">humanoids</a>.",http://www.d20pfsrd.com/traits/race-traits/golden-scales-kobold/,KOG
Goldsniffer (Dwarf),Race,"You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/perception"">Perception</a> checks related to metals, jewels, and gemstones.",http://www.d20pfsrd.com/traits/race-traits/goldsniffer/,ULC
Good Influence (Aasimar),Race,"You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/diplomacy"">Diplomacy</a> checks when attempting to persuade a nongood creature to make a decision that benefits the cause of good, and when persuading a nonlawful creature to make a decision in line with the laws of the region. These bonuses stack if you attempt to persuade a nongood, nonlawful creature to take a lawful good action.",http://www.d20pfsrd.com/traits/race-traits/good-influence-aasimar-lawbringers/,BOA
Grounded (Dwarf),Race,"You gain a +2 trait bonus on balance-related <a target=""_top"" href=""http://www.d20pfsrd.com/skills/acrobatics"">Acrobatics</a> checks, and a +1 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Reflex"" rel=""nofollow"">Reflex</a> saves.",http://www.d20pfsrd.com/traits/race-traits/grounded/,DOG
Half-Forgotten Secrets (Dhampir),Race,"You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on checks with two <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> skills of your choice, and one of these skills becomes a class skill.",http://www.d20pfsrd.com/traits/race-traits/half-forgotten-secrets-dhampir-ajibachanas/,BON
Harrow Born,Race,"You start play with a harrow deck passed down from a relative. Because of your skill with fortune-telling, you gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Initiative"">initiative</a> checks.",http://www.d20pfsrd.com/traits/race-traits/harrow-born/,HUG
Harrow Chosen (Human),Race,"You begin play with your family's heirloom harrow deck. If you use this specific harrow deck as an additional focus component when you cast a divination spell, your <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Caster-Level"">caster level</a> is treated as being 2 levels higher. Additionally, twice per week, you can spend 10 minutes consulting this harrow deck on a particular action to gain the effects of the spell <a class=""spell"" target=""_top"" href=""http://www.d20pfsrd.com/magic/all-spells/a/augury"">augury</a> as a spellcaster of your character level. No one other than you gains these benefits from this harrow deck. If your harrow deck is destroyed, it cannot be replaced. However, by returning to your family, paying 300 gp on materials, and spending 1 week immersed in the songs and stories of your people, you can create a new harrow deck that grants half the benefits of the lost heirloom.",http://www.d20pfsrd.com/traits/race-traits/harrow-chosen/,VBL
"Heat Fortitude (Kobold, Red-Scaled)",Race,"You gain a +4 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Fortitude"">Fortitude</a> saving throws against <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Nonlethal-Damage"">nonlethal damage</a> from heat.",http://www.d20pfsrd.com/traits/race-traits/heat-fortitude-kobold-red-scaled/,KOG
Helpful (Halfling),Race,"Whenever you successfully perform an <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Aid-Another"">aid another</a> action, you grant your ally a +4 bonus instead of the normal +2.",http://www.d20pfsrd.com/traits/race-traits/helpful/,HFG
Historian (Human),Race,"You gain a +1 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (history) checks and <a target=""_top"" href=""http://www.d20pfsrd.com/classes/core-classes/bard#TOC-Bardic-Knowledge-Ex-"">bardic knowledge</a> checks, and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (history) is always a class skill for you.",http://www.d20pfsrd.com/traits/race-traits/historian-human/,LOF
Horse Lord,Race,"You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/handle-animal"">Handle Animal</a> checks, and a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/ride"">Ride</a> checks. This trait applies only to horses.",http://www.d20pfsrd.com/traits/race-traits/horse-lord-keleshite/,HUG
Ice Walker,Race,"You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on saving throws against attacks that deal cold damage. Furthermore, you may ignore the <a target=""_top"" href=""http://www.d20pfsrd.com/skills/acrobatics"">Acrobatics</a> penalty for ice and can move across ice at normal speed.",http://www.d20pfsrd.com/traits/race-traits/ice-walker-kellid/,HUG
"Icy Mementos (Kobold, White-Scaled)",Race,You begin play with three bottles of liquid ice. These don't count against your starting character wealth.,http://www.d20pfsrd.com/traits/race-traits/icy-mementos-kobold-white-scaled/,KOG
Illusion Obsession (Gnome),Race,"You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> to your <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Caster-Level"">caster level</a> when casting illusions in the <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-lllusion-Figment"">figment</a> subschool.",http://www.d20pfsrd.com/traits/race-traits/illusion-obsession-gnome/,DTT
Inciter (Tiefling),Race,"You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/bluff"">Bluff</a> checks made to convince creatures to attack each other.",http://www.d20pfsrd.com/traits/race-traits/inciter-tiefling/,BOF
Industrious (Gnome),Race,"When you successfully use the <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Aid-Another"">aid another</a> action to aid an ally's <a target=""_top"" href=""http://www.d20pfsrd.com/skills/craft"">Craft</a> or <a target=""_top"" href=""http://www.d20pfsrd.com/skills/profession"">Profession</a> check, that character gains an additional +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on the check (in addition to the +2 bonus normally granted for successfully aiding another). If you have a <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Racial-Bonus"">racial bonus</a> on that skill, your ally gains a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> instead.",http://www.d20pfsrd.com/traits/race-traits/industrious-gnome/,POR
Infernal Influence (Human),Race,"You gain fire resistance 1 and a +1 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat/#TOC-Fortitude"">Fortitude</a> saves against poison.",http://www.d20pfsrd.com/traits/race-traits/infernal-influence-human/,CED
Inheritor,Race,"You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (history) checks and a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/appraise"">Appraise</a> checks related to objects of ancient origin or made to identify <a target=""_top"" href=""http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/ioun-stones"">ioun stones</a>.",http://www.d20pfsrd.com/traits/race-traits/inheritor/,HUG
Inheritor (Gillman),Race,"Whenever you use the <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Aid-Another"">aid another</a> action to aid an adjacent ally, increase the bonus you grant your ally by 1. This is a <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a>.",http://www.d20pfsrd.com/traits/race-traits/inheritor-gillman/,BOG
Innocent (Aasimar),Race,"When you make a <a target=""_top"" href=""http://www.d20pfsrd.com/skills/bluff"">Bluff</a> check to tell a lie, your target always wants to believe you, granting you the standard +5 bonus on your <a target=""_top"" href=""http://www.d20pfsrd.com/skills/bluff"">Bluff</a> check. This bonus only applies if the lie you tell is either believable or unlikely.",http://www.d20pfsrd.com/traits/race-traits/innocent-aasimar/,BOA
Inquisitive Banterer (Catfolk),Race,"You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/diplomacy"">Diplomacy</a> checks. In addition, you can use <a target=""_top"" href=""http://www.d20pfsrd.com/skills/diplomacy"">Diplomacy</a> to gather information in 1d2 hours instead of 1d4.",http://www.d20pfsrd.com/traits/race-traits/inquisitive-banterer-catfolk/,DTT
Instant Friendship (Suli),Race,"Once per day, you can treat an <a target=""_top"" href=""http://www.d20pfsrd.com/skills/intimidate"">Intimidate</a> roll to improve a creature's attitude toward you as if you had used <a target=""_top"" href=""http://www.d20pfsrd.com/skills/diplomacy"">Diplomacy</a> instead. You must use this ability after making the check but before the GM has revealed the result. If you continue threatening the target after making the check, the check automatically fails.",http://www.d20pfsrd.com/traits/race-traits/instant-friendship-suli/,BOE
Inured to Disease (Wererat-kin),Race,"You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Fortitude"">Fortitude</a> saving throws against diseases. <b>Prerequisite: </b>Wererat-kin",http://www.d20pfsrd.com/traits/race-traits/inured-to-disease-wererat-kin/,BOM
Iron Control (Half-Orc raised by Humans),Race,"Whenever you're <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/conditions#TOC-Confused"">confused</a> and roll to determine behavior in a given round, subtract 10 from the result.",http://www.d20pfsrd.com/traits/race-traits/iron-control-racial-trait-half-orc-raised-by-humans/,BOG
Keeper of the Ancestral Scrolls,Race,"You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (history), and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (nobility) checks, and one of these skills (your choice) is always a class skill for you.",http://www.d20pfsrd.com/traits/race-traits/keeper-of-the-ancestral-scrolls-tian/,HUG
Kobold Faith (Kobold),Race,"You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/diplomacy"">Diplomacy</a> checks when dealing with other <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/monster-listings/humanoids/kobold"">kobolds</a>. Additionally, if your deity grants the Artifice, Earth, or <a target=""_top"" href=""http://www.d20pfsrd.com/magic/spell-lists-and-domains/domains#TOC-Trickery-Domain"" rel=""nofollow"">Trickery domain</a>, then your <a target=""_top"" href=""http://www.d20pfsrd.com/races/other-races/featured-races/arg-kobold"">kobold</a> faith unlocks a corresponding subdomain: Trap, Radiation, or Ambush.",http://www.d20pfsrd.com/traits/race-traits/kobold-faith-kobold/,KOG
"Kobold Herbalist (Kobold, Green-Scaled)",Race,"Once per day, you can attempt a DC 20 <a target=""_top"" href=""http://www.d20pfsrd.com/skills/survival"">Survival</a> check instead of a <a target=""_top"" href=""http://www.d20pfsrd.com/skills/craft"">Craft</a> (alchemy) check to create a single dose of scent cloak without paying any cost for raw materials. Any scent cloak created using this method must be used within 24 hours, or it becomes inert.",http://www.d20pfsrd.com/traits/race-traits/kobold-herbalist-kobold-green-scaled/,KOG
Lantern Spirit (Aasimar),Race,"You feel a strange sense of nostalgia whenever you use your <a class=""spell"" target=""_top"" href=""http://www.d20pfsrd.com/magic/all-spells/c/continual-flame"">continual flame</a> <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Spell-Like-Abilities-Sp-"">spell-like ability</a>, and can use it as a <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Move-Actions"">move action</a> instead of a <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Standard-Actions"">standard action</a>.",http://www.d20pfsrd.com/traits/race-traits/lantern-spirit-aasimar-lawbringers/,BOA
Lasting Ferociousness (Half-orc),Race,"Increase the number of rounds you can act as <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/conditions#TOC-Disabled"">disabled</a> from your orc ferocity racial trait to 2 rounds. <b>Prerequisite: </b>Half-orc",http://www.d20pfsrd.com/traits/race-traits/lasting-ferociousness-half-orc/,AOE
Latent Psion (Human),Race,You gain a +2 trait bonus on saves against mind-affecting effects.,http://www.d20pfsrd.com/traits/race-traits/latent-psion-human/,LOF
Legacy of Sand (Half-Orc),Race,"You gain a +1 trait bonus on all <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Will"">Will</a> saving throws.",http://www.d20pfsrd.com/traits/race-traits/trait-race-half-orc-legacy-of-sand/,LOF
Lettered (Halfling),Race,"<a target=""_top"" href=""http://www.d20pfsrd.com/skills/linguistics"">Linguistics</a> is a class skill for you, and you gain a +1 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/linguistics"">Linguistics</a> checks made for the purpose of deciphering writing in an unfamiliar language. You never draw a false conclusion if you fail your <a target=""_top"" href=""http://www.d20pfsrd.com/skills/linguistics"">Linguistics</a> check; instead, you simply realize you cannot make sense of the writing.",http://www.d20pfsrd.com/traits/race-traits/lettered/,HFG
"Lightning-Blessed (Kobold, Blue-Scaled)",Race,You begin play with three vials of bottled lighting. These don't count against your starting character wealth.,http://www.d20pfsrd.com/traits/race-traits/lightning-blessed-kobold-blue-scaled/,KOG
Lillend's Harp (Aasimar),Race,"You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/perform"">Perform</a> (string) checks. This bonus increases to +2 when you make a <a target=""_top"" href=""http://www.d20pfsrd.com/skills/perform"">Perform</a> check as part of a <a target=""_top"" href=""http://www.d20pfsrd.com/classes/core-classes/bard#TOC-Bardic-Performance"">bardic performance</a>.",http://www.d20pfsrd.com/traits/race-traits/lillend-s-harp-aasimar-musetouched/,BOA
Linguistic Genius (Dhampir),Race,"You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/linguistics"">Linguistics</a> checks, and learn to speak and read one additional language from your list of racial languages. <a target=""_top"" href=""http://www.d20pfsrd.com/skills/linguistics"">Linguistics</a> is always a class skill for you.",http://www.d20pfsrd.com/traits/race-traits/linguistic-genius-dhampir-ru-shi/,BON
"Liquid-Tongued (Kobold, Blue-Scaled)",Race,"In addition to speaking Draconic, you begin play with the ability to speak Aquan.",http://www.d20pfsrd.com/traits/race-traits/liquid-tongued-kobold-blue-scaled/,KOG
Lycanthropic Bloodlust (Werewolf-kin),Race,"Once per day, when you deal damage to a foe with a <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/universal-monster-rules#TOC-Natural-Attacks"">natural attack</a> , you may gain 1d6 <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Temporary-Hit-Points"">temporary hit points</a> as an <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Immediate-Actions"">immediate action</a> . These <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Temporary-Hit-Points"">temporary hit points</a> last for 1 minute. <b>Prerequisite: </b>Werewolf-kin",http://www.d20pfsrd.com/traits/race-traits/lycanthropic-bloodlust-werewolf-kin/,BOM
Magic in the Blood (Changeling),Race,"Select one of the following spells: <a class=""spell"" target=""_top"" href=""http://www.d20pfsrd.com/magic/all-spells/b/bleed"">bleed</a>, <a class=""spell"" target=""_top"" href=""http://www.d20pfsrd.com/magic/all-spells/c/create-water"">create water</a>, <a class=""spell"" target=""_top"" href=""http://www.d20pfsrd.com/magic/all-spells/d/dancing-lights"">dancing lights</a>, <a class=""spell"" target=""_top"" href=""http://www.d20pfsrd.com/magic/all-spells/d/detect-good"">detect good</a>, <a class=""spell"" target=""_top"" href=""http://www.d20pfsrd.com/magic/all-spells/g/ghost-sound"">ghost sound</a>, <a class=""spell"" target=""_top"" href=""http://www.d20pfsrd.com/magic/all-spells/p/putrefy-food-and-drink"">putrefy food and drink</a>. You can cast this spell three times per day as a <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Spell-Like-Abilities-Sp-"">spell-like ability</a>. <b>Prerequisite: </b>Changeling",http://www.d20pfsrd.com/traits/race-traits/magic-in-the-blood-changeling/,AOE
Malign Instrument (Tiefling),Race,"Select a good-aligned deity. Add 1 to the DCs of your spells' saves when targeting a good-aligned <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Outsider"">outsider</a> or divine spellcaster who serves that deity. <b>Prerequisite: </b>Tiefling",http://www.d20pfsrd.com/traits/race-traits/malign-instrument-tiefling/,AOE
Marid's Fury (Undine),Race,"When you use your <a class=""spell"" target=""_top"" href=""http://www.d20pfsrd.com/magic/all-spells/h/hydraulic-push"">hydraulic push</a> <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Spell-Like-Abilities-Sp-"">spell-like ability</a>, it can extinguish magical fires as well as non-magical fires as long as you succeed at an opposed <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Caster-Level"">caster level</a> check (the DC is equal to 11 + the magical fire's <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Caster-Level"">caster level</a>).",http://www.d20pfsrd.com/traits/race-traits/marid-s-fury-undine/,BOE
Marked by Nature’s Magic (Skinwalker),Race,"You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (nature) checks involving <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Fey"">fey</a> and on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/diplomacy"">Diplomacy</a> checks to influence fey. <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (nature) is always a <a target=""_top"" href=""http://www.d20pfsrd.com/skills#TOC-Class-Skills"">class skill</a> for you. <b>Prerequisite: </b><a target=""_top"" href=""http://www.d20pfsrd.com/races/other-races/more-races/standard-races-1-10-rp/skinwalkers-10-rp"">Skinwalker</a>",http://www.d20pfsrd.com/traits/race-traits/marked-by-natures-magic/,ISR
Market Rat,Race,"You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/appraise"">Appraise</a> and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (local) checks.",http://www.d20pfsrd.com/traits/race-traits/market-rat-keleshite/,HUG
Martyr's Blood (Aasimar),Race,"As long as your current hit point total is less than half of your maximum <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Hit-Points"">hit points</a> possible, you gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Attack-Roll"">attack rolls</a> against evil foes.",http://www.d20pfsrd.com/traits/race-traits/martyr-s-blood-aasimar/,BOG
Master of the Sudden Strike,Race,"When you wield a masterwork version of any sword if you act before your opponent during the <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Surprise"">surprise</a> round, you gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on weapon damage rolls for the <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Surprise"">surprise</a> round only. This additional damage is precision damage.",http://www.d20pfsrd.com/traits/race-traits/master-of-the-sudden-strike-tian/,HUG
Masterful Demeanor (Human),Race,You gain a +3 trait bonus on Intimidate checks against members of non-human humanoid races.,http://www.d20pfsrd.com/traits/race-traits/masterful-demeanor-human/,CED
