Trait List,Trait Name,Benefit,Source,Name,URL
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/chosen-child-po-li/"">Chosen Child</a>",Your starting money increases by 900 gp.,DEP,Chosen Child,http://www.d20pfsrd.com/traits/regional-traits/chosen-child-po-li/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/alkenstar-defender-regional-mana-wastes/"">City Defender</a>",You gain a +1 trait bonus on all rolls to confirm critical hits with ranged weapons.,ISP,City Defender,http://www.d20pfsrd.com/traits/regional-traits/alkenstar-defender-regional-mana-wastes/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/clan-artisan-xa-hoi/"">Clan Artisan</a>","One <a target=""_top"" href=""http://www.d20pfsrd.com/skills/craft"">Craft</a> skill. Benefit : You gain a +2 trait bonus on checks with the chosen skill, and it becomes a class skill for you.",DEP,Clan Artisan,http://www.d20pfsrd.com/traits/regional-traits/clan-artisan-xa-hoi/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/cliff-jumper/"">Cliff Jumper</a>","You gain a +1 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/acrobatics"">Acrobatics</a> and Climb checks, and on Reflex saves to avoid falling.",CED,Cliff Jumper,http://www.d20pfsrd.com/traits/regional-traits/cliff-jumper/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/cliff-strider-regional/"">Cliff Strider (Regional)</a>","As a <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Move-Actions"">move action</a> while climbing, you can climb 5 feet without provoking an <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Attacks-of-Opportunity"">attack of opportunity</a>, even if you don’t have a climb speed.",HFF,Cliff Strider (Regional),http://www.d20pfsrd.com/traits/regional-traits/cliff-strider-regional/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/cliff-master/"">Cliff-Master</a>","You gain a +1 trait bonus on all <a target=""_top"" href=""http://www.d20pfsrd.com/skills/climb"">Climb</a> and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/survival"">Survival</a> checks.",GBG,Cliff-Master,http://www.d20pfsrd.com/traits/regional-traits/cliff-master/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/clumsy-slave/"">Clumsy Slave</a>","The first time you attack someone with an attack that deals <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Nonlethal-Damage"">nonlethal damage</a>, your target must make a <a target=""_top"" href=""http://www.d20pfsrd.com/skills/sense-motive"">Sense Motive</a> opposed by your <a target=""_top"" href=""http://www.d20pfsrd.com/skills/bluff"">Bluff</a> check minus the damage dealt to realize you actually intended to harm him; failure means he believe the injury was an accident on your part instead (though he may still want to punish you for it).",HFG,Clumsy Slave,http://www.d20pfsrd.com/traits/regional-traits/clumsy-slave/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/coin-hoarder-dwarf-regional-trait/"">Coin Hoarder (Dwarf)</a>",Your starting cash increases to 500 gp,DOG,Coin Hoarder (Dwarf),http://www.d20pfsrd.com/traits/regional-traits/coin-hoarder-dwarf-regional-trait/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/coincunning-janderhoff/"">Coincunning</a>","You receive a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/perception"">Perception</a> checks to notice coins, gems, jewelry, and valuable trade goods. You gain a chance to notice such goods whenever you pass within 10 feet of them, whether or not you are actively looking.",VBL,Coincunning,http://www.d20pfsrd.com/traits/regional-traits/coincunning-janderhoff/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/cold-heart/"">Cold Heart</a>","You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on saving throws against spells and effects with the <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Magic-Descriptor-Emotion"">emotion descriptor</a>.",KIS,Cold Heart,http://www.d20pfsrd.com/traits/regional-traits/cold-heart/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/cold-resilience/"">Cold Resilience</a>","You gain a +4 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on saves to avoid <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Nonlethal-Damage"">nonlethal damage</a> from cold environments. In addition, you begin play with a cold-weather outfit at no cost.",PST,Cold Resilience,http://www.d20pfsrd.com/traits/regional-traits/cold-resilience/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/commercial-savvy-regional/"">Commercial Savvy</a>","Whenever you buy from or sell to a merchant, you treat a settlement's Base Value and Purchase Limit as 10% higher.",COB,Commercial Savvy,http://www.d20pfsrd.com/traits/regional-traits/commercial-savvy-regional/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/community-minded/"">Community-Minded</a>",Any morale bonuses you confer upon your allies through your own abilities or spells last 2 additional rounds.,PSN,Community-Minded,http://www.d20pfsrd.com/traits/regional-traits/community-minded/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/confidante-to-the-oppressed/"">Confidante to the Oppressed</a>","You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/diplomacy"">Diplomacy</a> checks to improve the attitude of oppressed, enslaved, or imprisoned subjects, and unless they have reason to distrust you, their starting attitude toward you is at least indifferent, if not better.",KIS,Confidante to the Oppressed,http://www.d20pfsrd.com/traits/regional-traits/confidante-to-the-oppressed/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/conscientious-miner-jinin/"">Conscientious Miner</a>","You gain a +1 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/appraise"">Appraise</a> checks, and a +1 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/profession"">Profession</a> (miner) checks. In addition, <a target=""_top"" href=""http://www.d20pfsrd.com/skills/profession"">Profession</a> (miner) becomes a class skill for you.",DEP,Conscientious Miner,http://www.d20pfsrd.com/traits/regional-traits/conscientious-miner-jinin/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/construct-crafter/"">Construct Crafter</a>","You gain a +1 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/craft"">Craft</a> (alchemy) checks.",ISP,Construct Crafter,http://www.d20pfsrd.com/traits/regional-traits/construct-crafter/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/corpse-dodger/"">Corpse Dodger</a>","Once per day, you can cast <a class=""spell"" target=""_top"" href=""http://www.d20pfsrd.com/magic/all-spells/h/hide-from-undead"">hide from undead</a> as a <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Spell-Like-Abilities-Sp-"">spell-like ability</a>. The <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Casting-Time"">casting time</a> is a <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Swift-Actions"">swift action</a> and the <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Caster-Level"">caster level</a> for this effect is always 1st; this ability is otherwise identical to the spell.",USH,Corpse Dodger,http://www.d20pfsrd.com/traits/regional-traits/corpse-dodger/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/cosmopolitan-goka/"">Cosmopolitan</a>","You gain a +1 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/linguistics"">Linguistics</a> checks, and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/linguistics"">Linguistics</a> becomes a class skill for you.",DEP,Cosmopolitan,http://www.d20pfsrd.com/traits/regional-traits/cosmopolitan-goka/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/crusader-road-acolyte/"">Crusader Road Acolyte</a>","If you trained with hell knights, you gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on saving throws against chaotic spells and the <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Spell-Like-Abilities-Sp-"">spell-like abilities</a> of <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Chaotic"">chaotic</a> <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Outsider"">outsiders</a>. If you trained with <a target=""_top"" href=""http://www.d20pfsrd.com/classes/core-classes/paladin"">paladins</a>, you gain this bonus against evil spells and evil <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Outsider"">outsiders</a> instead.",POR,Crusader Road Acolyte,http://www.d20pfsrd.com/traits/regional-traits/crusader-road-acolyte/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/crusader-tactician-regional/"">Crusader Tactician</a>","You gain a +1 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (engineering) and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (nobility) checks, and one of these skills is always a class skill for you.",ISP,Crusader Tactician,http://www.d20pfsrd.com/traits/regional-traits/crusader-tactician-regional/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/cynic-regional-mendev/"">Cynic</a>","You gain a +1 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/sense-motive"">Sense Motive</a> checks, and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/sense-motive"">Sense Motive</a> is always a class skill for you.",ISP,Cynic,http://www.d20pfsrd.com/traits/regional-traits/cynic-regional-mendev/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/cypher-resistance-riddleport/"">Cypher Resistance</a>","You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on saving throws against spells with the word “glyph” or “symbol” in their name.",VBL,Cypher Resistance,http://www.d20pfsrd.com/traits/regional-traits/cypher-resistance-riddleport/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/darkblight-survivor-regional/"">Darkblight Survivor (Regional)</a>","You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Fortitude"">Fortitude</a> saving throws against diseases and poisons inflicted by <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Fey"">fey</a>, plants, and forest-related hazards.",POW,Darkblight Survivor (Regional),http://www.d20pfsrd.com/traits/regional-traits/darkblight-survivor-regional/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/trait-regional-dealer/"">Dealer</a>","You gain a +1 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/sleight-of-hand"">Sleight of Hand</a> checks, and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/sleight-of-hand"">Sleight of Hand</a> is always a class skill for you.",LOF,Dealer,http://www.d20pfsrd.com/traits/regional-traits/trait-regional-dealer/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/deepsea-native/"">Deepsea Native</a>","You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> checks to identify aquatic monsters. Anytime you are looking through water and would take a penalty on vision-based <a target=""_top"" href=""http://www.d20pfsrd.com/skills/perception"">Perception</a> checks due to murkiness or other natural circumstances, reduce the penalty by 2.",BOE,Deepsea Native,http://www.d20pfsrd.com/traits/regional-traits/deepsea-native/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/demon-eradicator/"">Demon Eradicator</a>","Anytime an <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Outsider"">outsider</a> with the <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Demon"">demon</a> subtype must make a <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Will"">Will</a> save against one of your spells, increase the DC of that save by +1.",KIS,Demon Eradicator,http://www.d20pfsrd.com/traits/regional-traits/demon-eradicator/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/demon-slayer/"">Demon Slayer</a>","You gain a +2 trait bonus on weapon damage against demons, evil <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Fey"">fey</a>, and plants and <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Animal"">animals</a> corrupted by evil.",ISP,Demon Slayer,http://www.d20pfsrd.com/traits/regional-traits/demon-slayer/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/demon-proof-mind-regional/"">Demon-Proof Mind</a>","You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on saving throws against the <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Magic-Descriptor-Mind-Affecting"">mind-affecting</a> effects of evil <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Outsider"">outsiders</a>.",DHH,Demon-Proof Mind,http://www.d20pfsrd.com/traits/regional-traits/demon-proof-mind-regional/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/desert-child-desert/"">Desert Child (Desert)</a>","You gain a + 4 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on saving throws made to resist the effects of being in hot conditions and a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on saving throws against fire effects.",ULC,Desert Child (Desert),http://www.d20pfsrd.com/traits/regional-traits/desert-child-desert/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/desert-nomad-regional-thuvia/"">Desert Nomad</a>","You gain a +4 trait bonus on any <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Saving-Throws"">saving throws</a> made to resist the effects of being in hot conditions, and a +1 trait bonus on all <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Saving-Throws"">saving throws</a> against fire effects.",ISP,Desert Nomad,http://www.d20pfsrd.com/traits/regional-traits/desert-nomad-regional-thuvia/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/destined-for-greatness-large-city/"">Destined For Greatness (Large City)</a>","You start with a kit worth no more than 300 gp, and the expendable contents of the kit are automatically restored to their original capacity at no cost to you whenever you enter a settlement with a population of at least 2,500.",DNH,Destined For Greatness (Large City),http://www.d20pfsrd.com/traits/regional-traits/destined-for-greatness-large-city/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/devotee-of-the-holy-prophecies-regional/"">Devotee of the Holy Prophecies</a>","You gain a +1 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/appraise"">Appraise</a> checks, and a +1 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/bluff"">Bluff</a> checks when trying to make a deal with nonbelievers.",ISP,Devotee of the Holy Prophecies,http://www.d20pfsrd.com/traits/regional-traits/devotee-of-the-holy-prophecies-regional/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/underbridge-dweller/"">Dim Seer</a>","You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/perception"">Perception</a> checks in dim light, and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/perception"">Perception</a> is always a class skill for you.",VBL,Dim Seer,http://www.d20pfsrd.com/traits/regional-traits/underbridge-dweller/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/jungle-diplomat-the-valashmai-jungle/"">Diplomat</a>","You gain a +1 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/diplomacy"">Diplomacy</a> and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/sense-motive"">Sense Motive</a> checks.",DEP,Diplomat,http://www.d20pfsrd.com/traits/regional-traits/jungle-diplomat-the-valashmai-jungle/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/disbeliever-regional/"">Disbeliever</a>","You gain a +2 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Saving-Throws"">saving throws</a> against divine spells, but you must make a <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Saving-Throws"">saving throw</a> even when that magic is beneficial to you.",ISP,Disbeliever,http://www.d20pfsrd.com/traits/regional-traits/disbeliever-regional/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/passionate-believer-po-li/"">Disbeliever</a>",You gain a +1 trait bonus on saving throws against divine spells.,DEP,Disbeliever,http://www.d20pfsrd.com/traits/regional-traits/passionate-believer-po-li/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/discerning-beliefs-zi-ha/"">Discerning Beliefs</a>",You gain a +2 trait bonus on saving throws to disbelieve illusions.,DEP,Discerning Beliefs,http://www.d20pfsrd.com/traits/regional-traits/discerning-beliefs-zi-ha/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/disease-resistant/"">Disease Resistant</a>","You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on saving throws against curses and diseases, including magical diseases.",PSN,Disease Resistant,http://www.d20pfsrd.com/traits/regional-traits/disease-resistant/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/oagan-diver-regional-the-sodden-lands/"">Diver</a>","You gain a +1 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/swim"">Swim</a> checks, and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/swim"">Swim</a> is always a class skill for you.",ISP,Diver,http://www.d20pfsrd.com/traits/regional-traits/oagan-diver-regional-the-sodden-lands/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/divine-deceiver-regional/"">Divine Deceiver</a>","Once per day as a <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Full-Round-Actions"">full-round action</a>, you can sacrifice a prepared arcane spell or spell slot to manifest <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Conjuration-Healing"">healing</a> magic. This acts as <a class=""spell"" target=""_top"" href=""http://www.d20pfsrd.com/magic/all-spells/c/cure-light-wounds"">cure light wounds</a>, except you heal 1d6 points of damage per level of the spell or spell slot sacrificed (maximum 5d6) and the <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Hit-Points"">hit points</a> healed are temporary (lasting 1 hour).",COC,Divine Deceiver,http://www.d20pfsrd.com/traits/regional-traits/divine-deceiver-regional/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/dominator-regional/"">Dominator</a>","You receive a +2 trait bonus on all attempts to demoralize an opponent in combat using the <a target=""_top"" href=""http://www.d20pfsrd.com/skills/intimidate"">Intimidate</a> skill.",ISP,Dominator,http://www.d20pfsrd.com/traits/regional-traits/dominator-regional/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/draconic-vigil/"">Draconic Vigil</a>","You gain a +1 bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Initiative"">initiative</a> rolls when entering combat against creatures of the <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Dragon"">dragon</a> type or <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Humanoid"">humanoids</a> of the <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Orc"">orc</a> subtype.",DSH,Draconic Vigil,http://www.d20pfsrd.com/traits/regional-traits/draconic-vigil/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/dreadful-forethought-regional/"">Dreadful Forethought</a>","You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (nobility) and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (planes) checks.",DHH,Dreadful Forethought,http://www.d20pfsrd.com/traits/regional-traits/dreadful-forethought-regional/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/dungeon-dweller-any-subterranean-dungeon/"">Dungeon Dweller (Any Subterranean Dungeon)</a>","You start with one additional language chosen from the following list: Aklo, Dark Folk, Draconic, Goblin, Necril, Orc, or Undercommon. In addition, whenever you must attempt a <a target=""_top"" href=""http://www.d20pfsrd.com/skills/survival"">Survival</a> check to avoid getting lost in a dungeon, you may roll the check twice and take the better result.",DNH,Dungeon Dweller (Any Subterranean Dungeon),http://www.d20pfsrd.com/traits/regional-traits/dungeon-dweller-any-subterranean-dungeon/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/trait-regional-duskwalker-agent/"">Dusk Agent</a>","You have quite a bit more spending cash than most others of your age as a result, and start with twice the normal amount of starting gold. In addition, your reputation remains strong and any transactions you make in your home city are always beneficial to you; items you sell net you an additional 10% profit, and items you purchase there are 10% cheaper than normal. This discount also applies to your starting gear.",LOF,Dusk Agent,http://www.d20pfsrd.com/traits/regional-traits/trait-regional-duskwalker-agent/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/dusk-dancer/"">Dusk Dancer</a>","You gain a +2 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Reflex"">Reflex</a> saves in dim light or darkness.",HFG,Dusk Dancer,http://www.d20pfsrd.com/traits/regional-traits/dusk-dancer/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/elemental-endowment-regional/"">Elemental Endowment</a>","As an <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Immediate-Actions"">immediate action</a>, once per day when you cast a spell with the air, earth, fire, or water descriptor, you can gain a number of <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Temporary-Hit-Points"">temporary hit points</a> equal to the spell's level. This effect lasts for 1 minute.",COB,Elemental Endowment,http://www.d20pfsrd.com/traits/regional-traits/elemental-endowment-regional/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/elemental-pupil-regional-qadira/"">Elemental Pupil</a>","Choose one of the following energy types: acid, cold, electricity, or fire. When casting a spell of 1st level or higher that deals damage of your chosen energy type, the spell deals 1 extra point of damage of this type.",QGE,Elemental Pupil,http://www.d20pfsrd.com/traits/regional-traits/elemental-pupil-regional-qadira/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/elven-bitterness-regional/"">Elven Bitterness</a>","When you cast an <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Enchantment"">enchantment</a> spell on a chaotic evil <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Outsider"">outsider</a>, the DC of that spell is increased by 2.",DHH,Elven Bitterness,http://www.d20pfsrd.com/traits/regional-traits/elven-bitterness-regional/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/emissary-kaer-maga/"">Emissary</a>","You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/diplomacy"">Diplomacy</a> checks when dealing with <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Aberration"">aberrations</a>, <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Monstrous-Humanoid"">monstrous humanoids</a>, <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Undead"">undead</a>, and creatures with the <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Giant"">giant</a> subtype.",VBL,Emissary,http://www.d20pfsrd.com/traits/regional-traits/emissary-kaer-maga/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/enemy-of-the-dead-regional/"">Enemy of the Dead</a>","You gain a +2 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Saving-Throws"">saving throws</a> against any spells or <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Spell-Like-Abilities-Sp-"">spell-like abilities</a> from an <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Undead"">undead</a> creature.",ISP,Enemy of the Dead,http://www.d20pfsrd.com/traits/regional-traits/enemy-of-the-dead-regional/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/engineer-regional/"">Engineer (Regional)</a>","When you’re wielding a broken early <a target=""_top"" href=""http://www.d20pfsrd.com/equipment/firearms"">firearm</a>, the amount your misfire value increases by is reduced by 1.",POW,Engineer (Regional),http://www.d20pfsrd.com/traits/regional-traits/engineer-regional/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/equality-for-all/"">Equality for All</a>","You gain a +2 trait bonus to your <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Combat-Maneuver-Bonus"">CMB</a> and your <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Combat-Maneuver-Defense"">CMD</a> when facing opponents who are at least two sizes larger than you.",HFG,Equality for All,http://www.d20pfsrd.com/traits/regional-traits/equality-for-all/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/evident-supporter-regional/"">Evident Supporter</a>","The <a target=""_top"" href=""http://www.d20pfsrd.com/skills/sense-motive"">Sense Motive</a> DC needed for a city guard, a politician, or other governmental functionary in a large town or larger settlement to gain a hunch about your trustworthiness is 25 (instead of 20). On a failed check, you're seen as trustworthy regardless of the situation.",COB,Evident Supporter,http://www.d20pfsrd.com/traits/regional-traits/evident-supporter-regional/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/exhibition-fighter-regional-trait/"">Exhibition Fighter (Regional Trait)</a>","You fight at your best in martial arts tournaments. While others may attempt to cheat or chafe against the constraints placed upon them, you thrive under such limitations. You gain a +1 bonus on attack and damage rolls when fighting as part of a tournament or other structured setting with rules and restrictions, so long as you do not break these rules.",BAN,Exhibition Fighter (Regional Trait),http://www.d20pfsrd.com/traits/regional-traits/exhibition-fighter-regional-trait/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/exiled-scholar/"">Exiled Scholar</a>","You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (arcana) and (religion) checks. In addition, choose one <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> skill; you can attempt untrained checks with this skill as long as the DC is lower than 15.",USH,Exiled Scholar,http://www.d20pfsrd.com/traits/regional-traits/exiled-scholar/
